team_id,manager_id,manager_name,team,season,week,player_name,player_id,team,position,set_pos,points
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Brandon Ingram,1459,Mein Gott Walter,PG/F,ANY,76.3
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Dario Saric,1139,Mein Gott Walter,F,BN,35.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Derrick Favors,632,Mein Gott Walter,PF/C,PF/C,27
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Dewayne Dedmon,1096,Mein Gott Walter,C,BN,18.8
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Evan Fournier,907,Mein Gott Walter,SG/SF,BN,43.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Ja Morant,1883,Mein Gott Walter,PG,ANY,45.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Jamal Murray,1445,Mein Gott Walter,G,G,53.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Jonathan Isaac,1562,Mein Gott Walter,F,SG/SF,28
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Kevin Knox,1683,Mein Gott Walter,F,PF,31.7
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Kyrie Irving,754,Mein Gott Walter,PG,PG,92.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Luka Doncic,1701,Mein Gott Walter,G/SF,SF,88.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Thomas Bryant,1588,Mein Gott Walter,PF/C,C,52
129856,1022477,AsbachUralt,Mein Gott Walter,20,1,Zach LaVine,1148,Mein Gott Walter,G,SG,55.3
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Brandon Ingram,1459,Mein Gott Walter,PG/F,ANY,53.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Cody Zeller,1055,Mein Gott Walter,C,BN,43.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Dario Saric,1139,Mein Gott Walter,F,BN,37.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Derrick Favors,632,Mein Gott Walter,PF/C,PF/C,0
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Evan Fournier,907,Mein Gott Walter,SG/SF,ANY,36.4
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Ja Morant,1883,Mein Gott Walter,PG,BN,46.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Jamal Murray,1445,Mein Gott Walter,G,G,41.1
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Jonathan Isaac,1562,Mein Gott Walter,F,SG/SF,47.4
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Kevin Knox,1683,Mein Gott Walter,F,PF,26.8
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Kyrie Irving,754,Mein Gott Walter,PG,PG,73
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Luka Doncic,1701,Mein Gott Walter,G/SF,SF,87.8
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Thomas Bryant,1588,Mein Gott Walter,PF/C,C,47.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,2,Zach LaVine,1148,Mein Gott Walter,G,SG,46
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Brandon Ingram,1459,Mein Gott Walter,PG/F,PF,68.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Cody Zeller,1055,Mein Gott Walter,C,PF/C,31.1
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Dario Saric,1139,Mein Gott Walter,F,BN,26.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Evan Fournier,907,Mein Gott Walter,SG/SF,ANY,39.1
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Ja Morant,1883,Mein Gott Walter,PG,ANY,40.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Jamal Murray,1445,Mein Gott Walter,G,G,53
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Jonathan Isaac,1562,Mein Gott Walter,F,SG/SF,55.9
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Kyrie Irving,754,Mein Gott Walter,PG,PG,70.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Luka Doncic,1701,Mein Gott Walter,G/SF,SF,85.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,P.J. Tucker,953,Mein Gott Walter,F/C,BN,38.3
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Thomas Bryant,1588,Mein Gott Walter,PF/C,C,52.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,3,Zach LaVine,1148,Mein Gott Walter,G,SG,47.8
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Brandon Ingram,1459,Mein Gott Walter,PG/F,PF,0
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Cody Zeller,1055,Mein Gott Walter,C,PF/C,47.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Dario Saric,1139,Mein Gott Walter,F,BN,52
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Dillon Brooks,1575,Mein Gott Walter,SG/SF,BN,48.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Evan Fournier,907,Mein Gott Walter,SG/SF,ANY,30.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Ja Morant,1883,Mein Gott Walter,PG,ANY,44.2
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Jamal Murray,1445,Mein Gott Walter,G,G,53.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Jonathan Isaac,1562,Mein Gott Walter,F,SG/SF,32.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Kyrie Irving,754,Mein Gott Walter,PG,PG,55.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Luka Doncic,1701,Mein Gott Walter,G/SF,SF,84
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,P.J. Tucker,953,Mein Gott Walter,F/C,BN,26.8
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Thomas Bryant,1588,Mein Gott Walter,PF/C,C,39.5
129856,1022477,AsbachUralt,Mein Gott Walter,20,4,Zach LaVine,1148,Mein Gott Walter,G,SG,55.5
